Table name,State,District,Area Name,Last residence,Last residence,Place of enumeration,Total migrants,Total migrants (M),Total migrants (F),Less than 1 year,Less than 1 year(M),Less than 1 year(F),1-4 years,1-4 years(M),1-4 years(F),5-9 years,5-9 years(M),5-9 years(F),10-19 years,10-19 years(M),10-19 years(F),20+ years,20+ years(M),20+ years(F),Duration not stated,Duration not stated(M),Duration not stated(F)
,,,,,Total/Rural/Urban/Country,Total/Rural/Urban,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
D0302,7,0,State - NCT OF DELHI,Manipur,Urban,Urban,"3,692","1,848","1,844",278,166,112,"1,306",623,683,855,397,458,786,411,375,349,197,152,118,54,64
D0302,7,0,State - NCT OF DELHI,Mizoram,Total,Total,678,304,374,50,24,26,274,120,154,161,75,86,96,41,55,60,27,33,37,17,20
D0302,7,0,State - NCT OF DELHI,Mizoram,Total,Rural,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
D0302,7,0,State - NCT OF DELHI,Mizoram,Total,Urban,676,302,374,50,24,26,273,119,154,161,75,86,95,40,55,60,27,33,37,17,20
D0302,7,0,State - NCT OF DELHI,Mizoram,Rural,Total,160,78,82,9,3,6,65,33,32,45,24,21,20,8,12,12,4,8,9,6,3
D0302,7,0,State - NCT OF DELHI,Mizoram,Rural,Rural,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,0,State - NCT OF DELHI,Mizoram,Rural,Urban,159,77,82,9,3,6,64,32,32,45,24,21,20,8,12,12,4,8,9,6,3
D0302,7,0,State - NCT OF DELHI,Mizoram,Urban,Total,491,215,276,38,19,19,204,85,119,115,51,64,74,32,42,48,23,25,12,5,7
D0302,7,0,State - NCT OF DELHI,Mizoram,Urban,Rural,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
D0302,7,0,State - NCT OF DELHI,Mizoram,Urban,Urban,490,214,276,38,19,19,204,85,119,115,51,64,73,31,42,48,23,25,12,5,7
D0302,7,0,State - NCT OF DELHI,Tripura,Total,Total,"1,490",824,666,93,50,43,443,243,200,357,201,156,311,173,138,240,135,105,46,22,24
D0302,7,0,State - NCT OF DELHI,Tripura,Total,Rural,12,7,5,2,1,1,6,4,2,1,1,0,2,1,1,1,0,1,0,0,0
D0302,7,0,State - NCT OF DELHI,Tripura,Total,Urban,"1,478",817,661,91,49,42,437,239,198,356,200,156,309,172,137,239,135,104,46,22,24
D0302,7,0,State - NCT OF DELHI,Tripura,Rural,Total,420,249,171,17,11,6,135,82,53,111,67,44,91,52,39,54,32,22,12,5,7
D0302,7,0,State - NCT OF DELHI,Tripura,Rural,Rural,6,3,3,2,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0
D0302,7,0,State - NCT OF DELHI,Tripura,Rural,Urban,414,246,168,15,10,5,134,81,53,110,66,44,90,52,38,53,32,21,12,5,7
D0302,7,0,State - NCT OF DELHI,Tripura,Urban,Total,"1,053",567,486,76,39,37,305,161,144,244,132,112,219,121,98,186,103,83,23,11,12
D0302,7,0,State - NCT OF DELHI,Tripura,Urban,Rural,6,4,2,0,0,0,5,3,2,0,0,0,1,1,0,0,0,0,0,0,0
D0302,7,0,State - NCT OF DELHI,Tripura,Urban,Urban,"1,047",563,484,76,39,37,300,158,142,244,132,112,218,120,98,186,103,83,23,11,12
D0302,7,0,State - NCT OF DELHI,Meghalaya,Total,Total,"2,569","1,270","1,299",162,82,80,699,354,345,543,259,284,549,259,290,507,257,250,109,59,50
D0302,7,0,State - NCT OF DELHI,Meghalaya,Total,Rural,9,6,3,1,1,0,5,3,2,0,0,0,0,0,0,2,2,0,1,0,1
D0302,7,0,State - NCT OF DELHI,Meghalaya,Total,Urban,"2,560","1,264","1,296",161,81,80,694,351,343,543,259,284,549,259,290,505,255,250,108,59,49
D0302,7,0,State - NCT OF DELHI,Meghalaya,Rural,Total,338,180,158,26,14,12,91,58,33,53,27,26,90,40,50,66,35,31,12,6,6
D0302,7,0,State - NCT OF DELHI,Meghalaya,Rural,Rural,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,0,State - NCT OF DELHI,Meghalaya,Rural,Urban,337,180,157,26,14,12,90,58,32,53,27,26,90,40,50,66,35,31,12,6,6
D0302,7,0,State - NCT OF DELHI,Meghalaya,Urban,Total,"2,201","1,071","1,130",135,67,68,608,296,312,487,231,256,458,219,239,436,219,217,77,39,38
D0302,7,0,State - NCT OF DELHI,Meghalaya,Urban,Rural,8,6,2,1,1,0,4,3,1,0,0,0,0,0,0,2,2,0,1,0,1
D0302,7,0,State - NCT OF DELHI,Meghalaya,Urban,Urban,"2,193","1,065","1,128",134,66,68,604,293,311,487,231,256,458,219,239,434,217,217,76,39,37
D0302,7,0,State - NCT OF DELHI,Assam,Total,Total,"26,233","13,433","12,800","1,819",986,833,"7,735","3,892","3,843","5,229","2,615","2,614","5,782","2,937","2,845","4,527","2,418","2,109","1,141",585,556
D0302,7,0,State - NCT OF DELHI,Assam,Total,Rural,339,166,173,22,11,11,120,60,60,71,32,39,78,41,37,34,17,17,14,5,9
D0302,7,0,State - NCT OF DELHI,Assam,Total,Urban,"25,894","13,267","12,627","1,797",975,822,"7,615","3,832","3,783","5,158","2,583","2,575","5,704","2,896","2,808","4,493","2,401","2,092","1,127",580,547
D0302,7,0,State - NCT OF DELHI,Assam,Rural,Total,"9,803","5,173","4,630",804,425,379,"2,918","1,492","1,426","2,144","1,126","1,018","2,180","1,156","1,024","1,428",801,627,329,173,156
D0302,7,0,State - NCT OF DELHI,Assam,Rural,Rural,244,124,120,17,8,9,98,51,47,43,19,24,56,32,24,26,13,13,4,1,3
D0302,7,0,State - NCT OF DELHI,Assam,Rural,Urban,"9,559","5,049","4,510",787,417,370,"2,820","1,441","1,379","2,101","1,107",994,"2,124","1,124","1,000","1,402",788,614,325,172,153
D0302,7,0,State - NCT OF DELHI,Assam,Urban,Total,"15,946","7,995","7,951",985,546,439,"4,750","2,368","2,382","3,026","1,453","1,573","3,532","1,746","1,786","3,051","1,599","1,452",602,283,319
D0302,7,0,State - NCT OF DELHI,Assam,Urban,Rural,82,37,45,4,2,2,21,9,12,28,13,15,20,8,12,8,4,4,1,1,0
D0302,7,0,State - NCT OF DELHI,Assam,Urban,Urban,"15,864","7,958","7,906",981,544,437,"4,729","2,359","2,370","2,998","1,440","1,558","3,512","1,738","1,774","3,043","1,595","1,448",601,282,319
D0302,7,0,State - NCT OF DELHI,West Bengal,Total,Total,"1,82,356","93,548","88,808","9,707","5,311","4,396","35,773","17,758","18,015","35,136","17,829","17,307","48,806","25,075","23,731","45,782","23,943","21,839","7,152","3,632","3,520"
D0302,7,0,State - NCT OF DELHI,West Bengal,Total,Rural,"3,241","1,652","1,589",163,80,83,854,465,389,695,346,349,812,411,401,536,266,270,181,84,97
D0302,7,0,State - NCT OF DELHI,West Bengal,Total,Urban,"1,79,115","91,896","87,219","9,544","5,231","4,313","34,919","17,293","17,626","34,441","17,483","16,958","47,994","24,664","23,330","45,246","23,677","21,569","6,971","3,548","3,423"
D0302,7,0,State - NCT OF DELHI,West Bengal,Rural,Total,"75,464","41,846","33,618","4,814","2,912","1,902","16,002","8,524","7,478","16,336","8,830","7,506","21,639","11,964","9,675","14,752","8,580","6,172","1,921","1,036",885
D0302,7,0,State - NCT OF DELHI,West Bengal,Rural,Rural,"1,994","1,079",915,109,55,54,570,327,243,439,234,205,497,268,229,336,174,162,43,21,22
D0302,7,0,State - NCT OF DELHI,West Bengal,Rural,Urban,"73,470","40,767","32,703","4,705","2,857","1,848","15,432","8,197","7,235","15,897","8,596","7,301","21,142","11,696","9,446","14,416","8,406","6,010","1,878","1,015",863
D0302,7,0,State - NCT OF DELHI,West Bengal,Urban,Total,"1,03,632","50,019","53,613","4,676","2,265","2,411","19,365","9,019","10,346","18,488","8,857","9,631","26,808","12,942","13,866","30,657","15,192","15,465","3,638","1,744","1,894"
D0302,7,0,State - NCT OF DELHI,West Bengal,Urban,Rural,"1,121",517,604,54,25,29,271,132,139,247,108,139,309,141,168,199,92,107,41,19,22
D0302,7,0,State - NCT OF DELHI,West Bengal,Urban,Urban,"1,02,511","49,502","53,009","4,622","2,240","2,382","19,094","8,887","10,207","18,241","8,749","9,492","26,499","12,801","13,698","30,458","15,100","15,358","3,597","1,725","1,872"
D0302,7,0,State - NCT OF DELHI,Jharkhand,Total,Total,"69,196","37,176","32,020","4,064","2,174","1,890","17,463","8,835","8,628","16,287","8,691","7,596","18,901","10,604","8,297","9,718","5,456","4,262","2,763","1,416","1,347"
D0302,7,0,State - NCT OF DELHI,Jharkhand,Total,Rural,"1,228",670,558,57,39,18,312,152,160,271,137,134,380,212,168,161,108,53,47,22,25
D0302,7,0,State - NCT OF DELHI,Jharkhand,Total,Urban,"67,968","36,506","31,462","4,007","2,135","1,872","17,151","8,683","8,468","16,016","8,554","7,462","18,521","10,392","8,129","9,557","5,348","4,209","2,716","1,394","1,322"
D0302,7,0,State - NCT OF DELHI,Jharkhand,Rural,Total,"38,498","21,523","16,975","2,322","1,338",984,"9,055","4,777","4,278","9,170","4,983","4,187","11,265","6,515","4,750","5,557","3,315","2,242","1,129",595,534
D0302,7,0,State - NCT OF DELHI,Jharkhand,Rural,Rural,969,537,432,44,31,13,227,109,118,216,112,104,317,172,145,144,98,46,21,15,6
D0302,7,0,State - NCT OF DELHI,Jharkhand,Rural,Urban,"37,529","20,986","16,543","2,278","1,307",971,"8,828","4,668","4,160","8,954","4,871","4,083","10,948","6,343","4,605","5,413","3,217","2,196","1,108",580,528
D0302,7,0,State - NCT OF DELHI,Jharkhand,Urban,Total,"29,485","15,034","14,451","1,673",806,867,"8,173","3,947","4,226","6,955","3,627","3,328","7,501","4,024","3,477","4,083","2,096","1,987","1,100",534,566
D0302,7,0,State - NCT OF DELHI,Jharkhand,Urban,Rural,226,117,109,13,8,5,74,37,37,51,23,28,60,37,23,15,9,6,13,3,10
D0302,7,0,State - NCT OF DELHI,Jharkhand,Urban,Urban,"29,259","14,917","14,342","1,660",798,862,"8,099","3,910","4,189","6,904","3,604","3,300","7,441","3,987","3,454","4,068","2,087","1,981","1,087",531,556
D0302,7,0,State - NCT OF DELHI,Odisha,Total,Total,"41,162","22,728","18,434","2,173","1,095","1,078","10,333","5,253","5,080","9,335","5,028","4,307","10,659","6,179","4,480","6,754","4,083","2,671","1,908","1,090",818
D0302,7,0,State - NCT OF DELHI,Odisha,Total,Rural,431,245,186,43,25,18,103,56,47,93,51,42,131,73,58,40,23,17,21,17,4
D0302,7,0,State - NCT OF DELHI,Odisha,Total,Urban,"40,731","22,483","18,248","2,130","1,070","1,060","10,230","5,197","5,033","9,242","4,977","4,265","10,528","6,106","4,422","6,714","4,060","2,654","1,887","1,073",814
D0302,7,0,State - NCT OF DELHI,Odisha,Rural,Total,"23,451","13,452","9,999","1,169",616,553,"5,788","3,044","2,744","5,394","3,028","2,366","6,426","3,855","2,571","3,899","2,476","1,423",775,433,342
D0302,7,0,State - NCT OF DELHI,Odisha,Rural,Rural,300,177,123,32,18,14,58,35,23,76,42,34,93,55,38,34,21,13,7,6,1
D0302,7,0,State - NCT OF DELHI,Odisha,Rural,Urban,"23,151","13,275","9,876","1,137",598,539,"5,730","3,009","2,721","5,318","2,986","2,332","6,333","3,800","2,533","3,865","2,455","1,410",768,427,341
D0302,7,0,State - NCT OF DELHI,Odisha,Urban,Total,"16,897","8,820","8,077",965,459,506,"4,413","2,145","2,268","3,854","1,954","1,900","4,163","2,290","1,873","2,803","1,589","1,214",699,383,316
D0302,7,0,State - NCT OF DELHI,Odisha,Urban,Rural,109,54,55,10,6,4,44,21,23,14,8,6,32,15,17,6,2,4,3,2,1
D0302,7,0,State - NCT OF DELHI,Odisha,Urban,Urban,"16,788","8,766","8,022",955,453,502,"4,369","2,124","2,245","3,840","1,946","1,894","4,131","2,275","1,856","2,797","1,587","1,210",696,381,315
D0302,7,0,State - NCT OF DELHI,Chhattisgarh,Total,Total,"12,634","6,144","6,490",893,433,460,"2,927","1,354","1,573","2,231","1,073","1,158","2,910","1,408","1,502","3,071","1,583","1,488",602,293,309
D0302,7,0,State - NCT OF DELHI,Chhattisgarh,Total,Rural,235,117,118,11,5,6,41,23,18,41,21,20,55,26,29,44,23,21,43,19,24
D0302,7,0,State - NCT OF DELHI,Chhattisgarh,Total,Urban,"12,399","6,027","6,372",882,428,454,"2,886","1,331","1,555","2,190","1,052","1,138","2,855","1,382","1,473","3,027","1,560","1,467",559,274,285
D0302,7,0,State - NCT OF DELHI,Chhattisgarh,Rural,Total,"7,816","3,921","3,895",557,278,279,"1,703",809,894,"1,301",631,670,"1,930",960,970,"2,059","1,113",946,266,130,136
D0302,7,0,State - NCT OF DELHI,Chhattisgarh,Rural,Rural,154,77,77,5,1,4,36,20,16,25,12,13,50,24,26,36,19,17,2,1,1
D0302,7,0,State - NCT OF DELHI,Chhattisgarh,Rural,Urban,"7,662","3,844","3,818",552,277,275,"1,667",789,878,"1,276",619,657,"1,880",936,944,"2,023","1,094",929,264,129,135
D0302,7,0,State - NCT OF DELHI,Chhattisgarh,Urban,Total,"4,591","2,108","2,483",322,148,174,"1,194",534,660,916,434,482,955,435,520,989,461,528,215,96,119
D0302,7,0,State - NCT OF DELHI,Chhattisgarh,Urban,Rural,43,22,21,6,4,2,5,3,2,16,9,7,5,2,3,8,4,4,3,0,3
D0302,7,0,State - NCT OF DELHI,Chhattisgarh,Urban,Urban,"4,548","2,086","2,462",316,144,172,"1,189",531,658,900,425,475,950,433,517,981,457,524,212,96,116
D0302,7,0,State - NCT OF DELHI,Madhya Pradesh,Total,Total,"1,34,867","67,995","66,872","7,864","4,073","3,791","25,573","12,378","13,195","23,618","11,810","11,808","33,409","16,805","16,604","38,390","19,852","18,538","6,013","3,077","2,936"
D0302,7,0,State - NCT OF DELHI,Madhya Pradesh,Total,Rural,"4,055","2,055","2,000",426,223,203,775,357,418,780,392,388,"1,157",583,574,662,353,309,255,147,108
D0302,7,0,State - NCT OF DELHI,Madhya Pradesh,Total,Urban,"1,30,812","65,940","64,872","7,438","3,850","3,588","24,798","12,021","12,777","22,838","11,418","11,420","32,252","16,222","16,030","37,728","19,499","18,229","5,758","2,930","2,828"
D0302,7,0,State - NCT OF DELHI,Madhya Pradesh,Rural,Total,"80,311","42,974","37,337","5,225","2,846","2,379","14,939","7,519","7,420","14,570","7,618","6,952","21,828","11,650","10,178","21,148","11,952","9,196","2,601","1,389","1,212"
D0302,7,0,State - NCT OF DELHI,Madhya Pradesh,Rural,Rural,"3,138","1,591","1,547",375,197,178,587,275,312,613,310,303,941,464,477,565,309,256,57,36,21
D0302,7,0,State - NCT OF DELHI,Madhya Pradesh,Rural,Urban,"77,173","41,383","35,790","4,850","2,649","2,201","14,352","7,244","7,108","13,957","7,308","6,649","20,887","11,186","9,701","20,583","11,643","8,940","2,544","1,353","1,191"
D0302,7,0,State - NCT OF DELHI,Madhya Pradesh,Urban,Total,"52,195","23,838","28,357","2,540","1,179","1,361","10,375","4,733","5,642","8,878","4,111","4,767","11,321","5,046","6,275","16,984","7,791","9,193","2,097",978,"1,119"
D0302,7,0,State - NCT OF DELHI,Madhya Pradesh,Urban,Rural,709,350,359,48,25,23,179,77,102,155,76,79,197,108,89,95,42,53,35,22,13
D0302,7,0,State - NCT OF DELHI,Madhya Pradesh,Urban,Urban,"51,486","23,488","27,998","2,492","1,154","1,338","10,196","4,656","5,540","8,723","4,035","4,688","11,124","4,938","6,186","16,889","7,749","9,140","2,062",956,"1,106"
D0302,7,0,State - NCT OF DELHI,Gujarat,Total,Total,"24,153","11,200","12,953","1,171",547,624,"4,882","2,203","2,679","3,860","1,754","2,106","4,929","2,196","2,733","8,097","3,919","4,178","1,214",581,633
D0302,7,0,State - NCT OF DELHI,Gujarat,Total,Rural,169,94,75,27,21,6,53,29,24,32,17,15,25,16,9,23,8,15,9,3,6
D0302,7,0,State - NCT OF DELHI,Gujarat,Total,Urban,"23,984","11,106","12,878","1,144",526,618,"4,829","2,174","2,655","3,828","1,737","2,091","4,904","2,180","2,724","8,074","3,911","4,163","1,205",578,627
D0302,7,0,State - NCT OF DELHI,Gujarat,Rural,Total,"7,481","3,638","3,843",261,123,138,"1,095",460,635,860,370,490,"1,587",709,878,"3,385","1,831","1,554",293,145,148
D0302,7,0,State - NCT OF DELHI,Gujarat,Rural,Rural,36,25,11,7,6,1,10,7,3,4,3,1,8,4,4,6,4,2,1,1,0
D0302,7,0,State - NCT OF DELHI,Gujarat,Rural,Urban,"7,445","3,613","3,832",254,117,137,"1,085",453,632,856,367,489,"1,579",705,874,"3,379","1,827","1,552",292,144,148
D0302,7,0,State - NCT OF DELHI,Gujarat,Urban,Total,"16,276","7,382","8,894",893,418,475,"3,747","1,729","2,018","2,973","1,377","1,596","3,301","1,470","1,831","4,670","2,071","2,599",692,317,375
D0302,7,0,State - NCT OF DELHI,Gujarat,Urban,Rural,128,68,60,20,15,5,42,21,21,28,14,14,17,12,5,17,4,13,4,2,2
D0302,7,0,State - NCT OF DELHI,Gujarat,Urban,Urban,"16,148","7,314","8,834",873,403,470,"3,705","1,708","1,997","2,945","1,363","1,582","3,284","1,458","1,826","4,653","2,067","2,586",688,315,373
D0302,7,0,State - NCT OF DELHI,Daman & Diu,Total,Total,38,18,20,1,1,0,20,10,10,8,3,5,6,3,3,2,1,1,1,0,1
D0302,7,0,State - NCT OF DELHI,Daman & Diu,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,0,State - NCT OF DELHI,Daman & Diu,Total,Urban,38,18,20,1,1,0,20,10,10,8,3,5,6,3,3,2,1,1,1,0,1
D0302,7,0,State - NCT OF DELHI,Daman & Diu,Rural,Total,5,2,3,1,1,0,0,0,0,3,1,2,1,0,1,0,0,0,0,0,0
D0302,7,0,State - NCT OF DELHI,Daman & Diu,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,0,State - NCT OF DELHI,Daman & Diu,Rural,Urban,5,2,3,1,1,0,0,0,0,3,1,2,1,0,1,0,0,0,0,0,0
D0302,7,0,State - NCT OF DELHI,Daman & Diu,Urban,Total,32,16,16,0,0,0,20,10,10,5,2,3,5,3,2,2,1,1,0,0,0
D0302,7,0,State - NCT OF DELHI,Daman & Diu,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,0,State - NCT OF DELHI,Daman & Diu,Urban,Urban,32,16,16,0,0,0,20,10,10,5,2,3,5,3,2,2,1,1,0,0,0
D0302,7,0,State - NCT OF DELHI,Dadra & Nagar Haveli,Total,Total,91,44,47,3,1,2,25,16,9,19,8,11,23,13,10,12,5,7,9,1,8
D0302,7,0,State - NCT OF DELHI,Dadra & Nagar Haveli,Total,Rural,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
D0302,7,0,State - NCT OF DELHI,Dadra & Nagar Haveli,Total,Urban,89,44,45,3,1,2,25,16,9,18,8,10,23,13,10,11,5,6,9,1,8
D0302,7,0,State - NCT OF DELHI,Dadra & Nagar Haveli,Rural,Total,23,13,10,1,0,1,3,3,0,7,3,4,4,4,0,7,3,4,1,0,1
D0302,7,0,State - NCT OF DELHI,Dadra & Nagar Haveli,Rural,Rural,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
D0302,7,0,State - NCT OF DELHI,Dadra & Nagar Haveli,Rural,Urban,21,13,8,1,0,1,3,3,0,6,3,3,4,4,0,6,3,3,1,0,1
D0302,7,0,State - NCT OF DELHI,Dadra & Nagar Haveli,Urban,Total,62,29,33,2,1,1,20,11,9,12,5,7,19,9,10,5,2,3,4,1,3
D0302,7,0,State - NCT OF DELHI,Dadra & Nagar Haveli,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,0,State - NCT OF DELHI,Dadra & Nagar Haveli,Urban,Urban,62,29,33,2,1,1,20,11,9,12,5,7,19,9,10,5,2,3,4,1,3
D0302,7,0,State - NCT OF DELHI,Maharashtra,Total,Total,"63,692","29,201","34,491","3,919","1,916","2,003","14,356","6,599","7,757","9,829","4,437","5,392","13,110","5,821","7,289","18,956","8,740","10,216","3,522","1,688","1,834"
D0302,7,0,State - NCT OF DELHI,Maharashtra,Total,Rural,714,328,386,26,14,12,144,65,79,197,86,111,207,94,113,77,38,39,63,31,32
D0302,7,0,State - NCT OF DELHI,Maharashtra,Total,Urban,"62,978","28,873","34,105","3,893","1,902","1,991","14,212","6,534","7,678","9,632","4,351","5,281","12,903","5,727","7,176","18,879","8,702","10,177","3,459","1,657","1,802"
D0302,7,0,State - NCT OF DELHI,Maharashtra,Rural,Total,"9,745","4,625","5,120",508,226,282,"1,898",854,"1,044","1,432",644,788,"2,364","1,107","1,257","3,139","1,602","1,537",404,192,212
D0302,7,0,State - NCT OF DELHI,Maharashtra,Rural,Rural,285,137,148,6,4,2,45,24,21,87,38,49,102,48,54,37,20,17,8,3,5
D0302,7,0,State - NCT OF DELHI,Maharashtra,Rural,Urban,"9,460","4,488","4,972",502,222,280,"1,853",830,"1,023","1,345",606,739,"2,262","1,059","1,203","3,102","1,582","1,520",396,189,207
D0302,7,0,State - NCT OF DELHI,Maharashtra,Urban,Total,"52,458","23,840","28,618","3,365","1,670","1,695","12,287","5,662","6,625","8,311","3,757","4,554","10,627","4,669","5,958","15,644","7,058","8,586","2,224","1,024","1,200"
D0302,7,0,State - NCT OF DELHI,Maharashtra,Urban,Rural,382,170,212,20,10,10,97,41,56,110,48,62,104,46,58,37,17,20,14,8,6
D0302,7,0,State - NCT OF DELHI,Maharashtra,Urban,Urban,"52,076","23,670","28,406","3,345","1,660","1,685","12,190","5,621","6,569","8,201","3,709","4,492","10,523","4,623","5,900","15,607","7,041","8,566","2,210","1,016","1,194"
D0302,7,0,State - NCT OF DELHI,Andhra Pradesh,Total,Total,"23,436","11,407","12,029","1,667",802,865,"6,132","2,942","3,190","3,843","1,840","2,003","4,765","2,250","2,515","5,674","2,844","2,830","1,355",729,626
D0302,7,0,State - NCT OF DELHI,Andhra Pradesh,Total,Rural,139,64,75,6,4,2,31,14,17,47,20,27,30,16,14,16,7,9,9,3,6
D0302,7,0,State - NCT OF DELHI,Andhra Pradesh,Total,Urban,"23,297","11,343","11,954","1,661",798,863,"6,101","2,928","3,173","3,796","1,820","1,976","4,735","2,234","2,501","5,658","2,837","2,821","1,346",726,620
D0302,7,0,State - NCT OF DELHI,Andhra Pradesh,Rural,Total,"5,221","2,630","2,591",319,155,164,"1,141",530,611,838,416,422,"1,254",622,632,"1,448",787,661,221,120,101
D0302,7,0,State - NCT OF DELHI,Andhra Pradesh,Rural,Rural,59,27,32,2,2,0,6,2,4,23,9,14,17,9,8,8,3,5,3,2,1
D0302,7,0,State - NCT OF DELHI,Andhra Pradesh,Rural,Urban,"5,162","2,603","2,559",317,153,164,"1,135",528,607,815,407,408,"1,237",613,624,"1,440",784,656,218,118,100
D0302,7,0,State - NCT OF DELHI,Andhra Pradesh,Urban,Total,"17,637","8,436","9,201","1,334",639,695,"4,922","2,374","2,548","2,963","1,403","1,560","3,477","1,612","1,865","4,155","2,030","2,125",786,378,408
D0302,7,0,State - NCT OF DELHI,Andhra Pradesh,Urban,Rural,78,36,42,4,2,2,25,12,13,23,11,12,13,7,6,8,4,4,5,0,5
D0302,7,0,State - NCT OF DELHI,Andhra Pradesh,Urban,Urban,"17,559","8,400","9,159","1,330",637,693,"4,897","2,362","2,535","2,940","1,392","1,548","3,464","1,605","1,859","4,147","2,026","2,121",781,378,403
D0302,7,0,State - NCT OF DELHI,Karnataka,Total,Total,"15,386","7,560","7,826","1,187",603,584,"4,611","2,257","2,354","2,433","1,177","1,256","2,812","1,332","1,480","3,534","1,764","1,770",809,427,382
D0302,7,0,State - NCT OF DELHI,Karnataka,Total,Rural,53,27,26,1,1,0,22,11,11,12,7,5,9,4,5,8,4,4,1,0,1
D0302,7,0,State - NCT OF DELHI,Karnataka,Total,Urban,"15,333","7,533","7,800","1,186",602,584,"4,589","2,246","2,343","2,421","1,170","1,251","2,803","1,328","1,475","3,526","1,760","1,766",808,427,381
D0302,7,0,State - NCT OF DELHI,Karnataka,Rural,Total,"2,589","1,262","1,327",171,88,83,611,270,341,405,186,219,550,263,287,748,392,356,104,63,41
D0302,7,0,State - NCT OF DELHI,Karnataka,Rural,Rural,10,5,5,1,1,0,2,1,1,4,2,2,0,0,0,2,1,1,1,0,1
D0302,7,0,State - NCT OF DELHI,Karnataka,Rural,Urban,"2,579","1,257","1,322",170,87,83,609,269,340,401,184,217,550,263,287,746,391,355,103,63,40
D0302,7,0,State - NCT OF DELHI,Karnataka,Urban,Total,"12,407","6,093","6,314","1,004",509,495,"3,963","1,971","1,992","2,014",984,"1,030","2,232","1,052","1,180","2,732","1,346","1,386",462,231,231
D0302,7,0,State - NCT OF DELHI,Karnataka,Urban,Rural,42,22,20,0,0,0,19,10,9,8,5,3,9,4,5,6,3,3,0,0,0
D0302,7,0,State - NCT OF DELHI,Karnataka,Urban,Urban,"12,365","6,071","6,294","1,004",509,495,"3,944","1,961","1,983","2,006",979,"1,027","2,223","1,048","1,175","2,726","1,343","1,383",462,231,231
D0302,7,0,State - NCT OF DELHI,Goa,Total,Total,"1,193",569,624,76,40,36,321,165,156,190,85,105,245,104,141,308,151,157,53,24,29
D0302,7,0,State - NCT OF DELHI,Goa,Total,Rural,4,2,2,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1
D0302,7,0,State - NCT OF DELHI,Goa,Total,Urban,"1,189",567,622,75,39,36,320,165,155,190,85,105,245,104,141,307,150,157,52,24,28
D0302,7,0,State - NCT OF DELHI,Goa,Rural,Total,134,65,69,4,3,1,29,15,14,21,8,13,30,11,19,46,25,21,4,3,1
D0302,7,0,State - NCT OF DELHI,Goa,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,0,State - NCT OF DELHI,Goa,Rural,Urban,134,65,69,4,3,1,29,15,14,21,8,13,30,11,19,46,25,21,4,3,1
D0302,7,0,State - NCT OF DELHI,Goa,Urban,Total,"1,040",496,544,70,37,33,290,150,140,167,75,92,214,93,121,261,126,135,38,15,23
D0302,7,0,State - NCT OF DELHI,Goa,Urban,Rural,3,2,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
D0302,7,0,State - NCT OF DELHI,Goa,Urban,Urban,"1,037",494,543,69,36,33,289,150,139,167,75,92,214,93,121,260,125,135,38,15,23
D0302,7,0,State - NCT OF DELHI,Lakshadweep,Total,Total,123,65,58,17,7,10,36,21,15,29,16,13,20,13,7,14,7,7,7,1,6
D0302,7,0,State - NCT OF DELHI,Lakshadweep,Total,Rural,19,10,9,11,5,6,4,3,1,1,1,0,3,1,2,0,0,0,0,0,0
D0302,7,0,State - NCT OF DELHI,Lakshadweep,Total,Urban,104,55,49,6,2,4,32,18,14,28,15,13,17,12,5,14,7,7,7,1,6
D0302,7,0,State - NCT OF DELHI,Lakshadweep,Rural,Total,58,33,25,9,4,5,13,7,6,21,12,9,6,5,1,8,5,3,1,0,1
D0302,7,0,State - NCT OF DELHI,Lakshadweep,Rural,Rural,7,3,4,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,0,State - NCT OF DELHI,Lakshadweep,Rural,Urban,51,30,21,2,1,1,13,7,6,21,12,9,6,5,1,8,5,3,1,0,1
